LA_female,FA_female,publication_month,publication_year,i_covid,n_authors,journal_id,log_altmetric,log_cites,log_twitter_all,log_twitter_scientist,log_twitter_commun,log_twitter_public,log_twitter_pract,log_news,log_policy,log_wiki,log_blogs,gender_combination,gender_combo
0,,6,2021,0,12,CIRCULATION RESEARCH,2.9729753,2.3978953,3.713572,2.8903718,1.0986123,2.6390574,.69314718,0,0,0,0,,
0,1,6,2021,0,17,CIRCULATION RESEARCH,2.2082744,1.3862944,2.7080503,1.7917595,1.0986123,1.6094379,0,0,0,0,0,mixed gender team,mixed gender team
,,8,2021,0,13,EUROPEAN HEART JOURNAL,3.1311369,1.9459101,3.7612002,2.0794415,.69314718,3.4657359,1.3862944,0,0,0,0,,
0,1,6,2021,0,16,EUROPEAN HEART JOURNAL,4.3966689,2.9957323,4.9972124,2.3025851,1.3862944,4.5747108,3.1354942,0,0,0,.69314718,mixed gender team,mixed gender team
1,1,6,2021,0,14,EUROPEAN HEART JOURNAL,2.6878474,2.1972246,3.4965076,1.6094379,.69314718,3.0445225,1.9459101,0,0,0,0,women first and last,women first and last
0,0,8,2021,0,9,EUROPEAN HEART JOURNAL,4.4127984,3.583519,4.9272537,2.8332133,1.9459101,4.3820267,2.9957323,.69314718,0,0,0,men first and last,men first and last
1,1,6,2021,0,10,CIRCULATION,2.7212954,2.3978953,3.0910425,1.7917595,1.3862944,2.1972246,0,0,0,0,.69314718,women first and last,women first and last
0,1,6,2021,0,16,EUROPEAN HEART JOURNAL,5.3389792,2.1972246,3.4657359,1.0986123,1.0986123,3.1780539,1.3862944,3.2958369,0,0,0,mixed gender team,mixed gender team
1,0,10,2021,1,13,JAMA Cardiology,8.371932,5.5012584,8.994297,4.9558272,3.8501475,8.7671738,5.0172796,4.8121843,0,1.6094379,2.5649493,mixed gender team,mixed gender team
0,0,10,2021,1,8,JAMA Cardiology,6.8202891,4.9272537,6.8977051,3.6375861,2.3025851,6.6933236,3.2188759,4.0604429,0,0,2.0794415,men first and last,men first and last
0,0,6,2021,0,10,EUROPEAN HEART JOURNAL,4.9405704,2.7725887,5.6312118,3.3322046,2.4849067,4.9972124,3.713572,1.0986123,0,0,0,men first and last,men first and last
0,0,6,2021,0,16,CIRCULATION RESEARCH,1.5260563,.69314718,2.0794415,1.3862944,.69314718,.69314718,.69314718,0,0,0,0,men first and last,men first and last
0,1,10,2021,0,3,JAMA Cardiology,5.5204606,.69314718,4.5538769,2.8332133,1.0986123,3.6888795,2.1972246,3.6375861,0,0,.69314718,mixed gender team,mixed gender team
0,0,10,2021,0,30,JAMA Cardiology,4.5141506,1.7917595,3.8286414,1.0986123,1.3862944,3.2188759,2.4849067,2.3025851,0,0,1.0986123,men first and last,men first and last
,0,7,2021,0,27,CIRCULATION,2.6810215,1.7917595,3.1780539,1.3862944,1.6094379,2.6390574,1.0986123,0,0,0,0,,
1,0,7,2021,0,15,EUROPEAN HEART JOURNAL,4.7027507,2.4849067,5.3890719,3.3322046,1.7917595,4.6634393,3.2958369,.69314718,0,0,0,mixed gender team,mixed gender team
0,0,7,2021,0,18,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.2410388,2.8332133,4.1896548,2.1972246,1.3862944,3.6888795,2.0794415,1.3862944,0,0,1.0986123,men first and last,men first and last
,,7,2021,0,19,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.1255202,2.9444389,4.2046928,2.1972246,1.0986123,3.713572,2.5649493,1.7917595,0,0,0,,
0,1,7,2021,0,25,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.3911471,2.9957323,3.4011974,2.4849067,.69314718,2.5649493,1.3862944,1.6094379,0,0,0,mixed gender team,mixed gender team
,0,6,2021,0,29,EUROPEAN HEART JOURNAL,2.7725887,2.4849067,2.5649493,.69314718,.69314718,2.0794415,1.0986123,1.0986123,0,0,0,,
0,1,7,2021,0,23,EUROPEAN HEART JOURNAL,2.5649493,2.3978953,3.1354942,1.6094379,0,2.9444389,0,0,0,0,0,mixed gender team,mixed gender team
1,1,7,2021,0,22,CIRCULATION,3.5248888,2.8332133,4.7706847,2.5649493,1.7917595,2.8903718,1.6094379,0,0,0,.69314718,women first and last,women first and last
0,0,7,2021,0,19,CIRCULATION,4.8150258,2.4849067,4.4886365,2.7080503,1.6094379,3.4339871,2.4849067,2.5649493,0,0,1.0986123,men first and last,men first and last
1,0,10,2021,0,5,JAMA Cardiology,3.1354942,1.3862944,3.3672957,1.0986123,1.6094379,2.9957323,.69314718,0,0,0,.69314718,mixed gender team,mixed gender team
1,0,7,2021,0,17,CIRCULATION,4.1541843,2.4849067,4.4308167,2.3978953,1.6094379,4.0430512,1.7917595,0,0,0,.69314718,mixed gender team,mixed gender team
0,1,7,2021,0,20,CIRCULATION RESEARCH,1.5475625,1.6094379,1.9459101,0,.69314718,1.6094379,0,0,0,0,0,mixed gender team,mixed gender team
1,,7,2021,0,13,CIRCULATION RESEARCH,2.6706944,1.7917595,2.1972246,1.0986123,1.0986123,1.3862944,.69314718,.69314718,0,0,0,,
0,,7,2021,1,15,CIRCULATION RESEARCH,4.1828132,2.7725887,3.4339871,1.0986123,.69314718,2.8332133,1.3862944,2.1972246,0,0,0,,
,0,7,2021,0,9,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.1541843,1.9459101,2.4849067,1.0986123,.69314718,1.7917595,1.0986123,2.1972246,0,0,1.0986123,,
1,1,8,2021,0,15,EUROPEAN HEART JOURNAL,3.6480575,1.3862944,4.1271343,1.9459101,1.3862944,3.7376697,1.7917595,.69314718,0,0,0,women first and last,women first and last
0,0,8,2021,0,13,EUROPEAN HEART JOURNAL,3.1289511,1.0986123,4.2626801,2.1972246,.69314718,3.4339871,1.9459101,0,0,0,0,men first and last,men first and last
0,1,7,2021,0,13,CIRCULATION,2.598979,1.0986123,2.6390574,0,1.3862944,1.7917595,.69314718,0,0,0,.69314718,mixed gender team,mixed gender team
0,0,7,2021,0,7,CIRCULATION RESEARCH,4.5157924,1.3862944,2.7725887,1.0986123,.69314718,2.0794415,1.3862944,2.4849067,0,0,.69314718,men first and last,men first and last
0,0,7,2021,0,5,CIRCULATION,5.2985673,2.5649493,5.2417469,3.6375861,2.3025851,4.3174882,2.8332133,2.8903718,0,0,0,men first and last,men first and last
0,0,7,2021,0,18,EUROPEAN HEART JOURNAL,1.9242487,2.3978953,2.3978953,1.7917595,0,1.6094379,0,0,0,0,0,men first and last,men first and last
1,,7,2021,0,26,CIRCULATION,4.689199,3.0445225,4.4188404,2.8903718,1.3862944,3.7612002,2.1972246,1.9459101,0,0,1.3862944,,
0,0,10,2021,0,23,JAMA Cardiology,4.7927279,2.7080503,5.1704841,3.0445225,2.0794415,4.3820267,2.8332133,1.9459101,0,0,1.3862944,men first and last,men first and last
0,0,10,2021,0,17,JAMA Cardiology,3.5189805,0,3.4011974,2.3025851,.69314718,2.4849067,1.7917595,1.0986123,0,0,0,men first and last,men first and last
0,1,7,2021,0,9,CIRCULATION,4.8578725,2.1972246,5.3327188,3.1780539,2.3978953,4.6249728,3.4011974,2.0794415,0,0,.69314718,mixed gender team,mixed gender team
0,0,7,2021,0,17,CIRCULATION RESEARCH,.55961579,2.6390574,.69314718,0,.69314718,0,0,0,0,0,0,men first and last,men first and last
0,0,7,2021,0,5,EUROPEAN HEART JOURNAL,3.2148678,2.0794415,3.9702919,1.7917595,1.0986123,3.6109178,1.7917595,0,0,0,0,men first and last,men first and last
0,0,7,2021,0,47,EUROPEAN HEART JOURNAL,5.7751722,2.6390574,4.7535901,2.7725887,1.6094379,4.0943446,2.7080503,3.6375861,0,0,0,men first and last,men first and last
0,1,7,2021,0,33,CIRCULATION,7.0871511,2.3025851,4.7095304,3.4339871,1.6094379,3.7612002,1.3862944,5.0172796,0,0,1.9459101,mixed gender team,mixed gender team
1,0,7,2021,0,13,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.6006598,2.3978953,5.1474943,2.8903718,1.0986123,4.7273879,3.2580965,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2021,0,14,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.0726933,2.0794415,3.0445225,1.6094379,0,2.6390574,1.3862944,.69314718,0,0,0,men first and last,men first and last
0,1,7,2021,0,5,EUROPEAN HEART JOURNAL,3.4750671,2.0794415,3.871201,2.3025851,1.3862944,3.2580965,1.9459101,.69314718,0,0,0,mixed gender team,mixed gender team
0,0,7,2021,0,26,EUROPEAN HEART JOURNAL,3.9308448,3.2188759,4.6539602,2.6390574,1.6094379,4.1431346,2.5649493,0,0,0,0,men first and last,men first and last
0,0,7,2021,0,12,EUROPEAN HEART JOURNAL,4.1239033,2.5649493,4.6347289,2.6390574,1.6094379,4.0073333,2.5649493,.69314718,0,0,0,men first and last,men first and last
,0,7,2021,0,9,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.7553692,2.1972246,4.0604429,2.0794415,1.0986123,3.4965076,2.0794415,1.3862944,0,0,0,,
0,1,7,2021,0,31,EUROPEAN HEART JOURNAL,5.360353,2.8332133,5.9939613,3.9318256,2.3025851,5.4971681,3.4339871,.69314718,0,0,0,mixed gender team,mixed gender team
0,0,7,2021,0,16,EUROPEAN HEART JOURNAL,4.880147,3.0445225,5.5529594,3.2188759,1.0986123,5.1239638,3.2958369,0,0,0,0,men first and last,men first and last
1,,7,2021,0,20,EUROPEAN HEART JOURNAL,2.6672282,2.4849067,3.4011974,2.3025851,1.3862944,2.8332133,.69314718,0,0,0,0,,
0,0,7,2021,0,23,EUROPEAN HEART JOURNAL,3.620333,2.6390574,4.2766662,2.3025851,.69314718,3.713572,2.6390574,0,0,0,0,men first and last,men first and last
,0,7,2021,0,14,CIRCULATION RESEARCH,3.4372079,2.1972246,4.0604429,2.8903718,1.3862944,3.1780539,1.6094379,0,0,0,0,,
0,0,10,2021,0,4,JAMA Cardiology,4.075841,.69314718,3.6888795,1.9459101,1.0986123,2.9957323,1.9459101,1.9459101,0,0,0,men first and last,men first and last
0,1,11,2021,0,19,JAMA Cardiology,5.5270452,1.6094379,4.6347289,2.7080503,1.7917595,3.871201,2.3025851,3.2958369,0,0,.69314718,mixed gender team,mixed gender team
1,0,7,2021,0,4,EUROPEAN HEART JOURNAL,.22314355,1.3862944,.69314718,.69314718,0,0,0,0,0,0,0,mixed gender team,mixed gender team
1,0,7,2021,0,17,CIRCULATION RESEARCH,2.5610957,2.0794415,3.0910425,1.6094379,1.0986123,2.4849067,0,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2021,0,15,EUROPEAN HEART JOURNAL,4.4835672,2.9444389,4.8751974,2.1972246,1.3862944,4.2484951,3.1780539,1.6094379,0,0,0,men first and last,men first and last
0,,7,2021,0,21,EUROPEAN HEART JOURNAL,3.9100211,2.5649493,4.6249728,2.3025851,1.6094379,4.2904596,1.6094379,0,0,0,0,,
1,1,7,2021,1,17,CIRCULATION RESEARCH,4.8342957,3.871201,5.4553213,3.4011974,1.3862944,4.9416423,3.0445225,.69314718,0,0,0,women first and last,women first and last
0,0,7,2021,0,76,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.752728,2.9957323,5.0172796,2.8332133,1.7917595,4.5325994,2.9444389,2.0794415,0,0,0,men first and last,men first and last
1,1,6,2021,0,29,EUROPEAN HEART JOURNAL,2.8449094,2.0794415,3.4657359,2.3025851,0,3.0910425,.69314718,0,0,0,0,women first and last,women first and last
1,1,7,2021,0,13,CIRCULATION,2.7146947,1.7917595,2.6390574,0,1.7917595,1.6094379,.69314718,1.0986123,0,0,0,women first and last,women first and last
0,0,7,2021,0,18,CIRCULATION RESEARCH,1.8870697,2.3025851,2.3025851,1.0986123,.69314718,1.9459101,0,0,0,0,0,men first and last,men first and last
1,0,10,2021,0,9,JAMA Cardiology,3.2542429,2.7080503,2.8903718,1.3862944,1.0986123,1.9459101,1.3862944,1.0986123,0,0,0,mixed gender team,mixed gender team
,0,11,2021,0,443,JAMA Cardiology,4.2717934,1.6094379,4.2484951,2.0794415,1.3862944,3.6109178,2.8332133,1.7917595,0,0,0,,
0,0,7,2021,0,11,EUROPEAN HEART JOURNAL,4.2384448,2.7725887,5.1059456,3.3322046,1.6094379,4.4773369,2.7725887,0,0,0,0,men first and last,men first and last
1,1,8,2021,0,1,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.407938,2.7080503,4.5325994,2.8332133,1.3862944,3.8501475,2.8903718,1.7917595,0,0,0,women first and last,women first and last
1,1,8,2021,0,59,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.5234151,2.6390574,2.7725887,1.9459101,0,2.0794415,1.0986123,1.3862944,0,0,0,women first and last,women first and last
0,0,8,2021,0,19,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.3272777,2.0794415,2.6390574,.69314718,0,2.3978953,1.0986123,0,0,0,0,men first and last,men first and last
0,0,7,2021,0,20,CIRCULATION,5.0530562,3.1780539,4.9628448,2.9957323,1.6094379,4.4188404,3.0910425,2.7725887,0,0,.69314718,men first and last,men first and last
0,1,8,2021,0,4,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,5.2798986,2.8332133,4.9972124,3.2580965,1.7917595,4.3694477,3.2188759,3.2188759,0,0,1.0986123,mixed gender team,mixed gender team
0,1,7,2021,0,11,EUROPEAN HEART JOURNAL,5.5318074,1.3862944,6.2633982,3.8066626,2.7080503,5.7462034,3.9702919,0,0,0,0,mixed gender team,mixed gender team
1,1,8,2021,0,8,EUROPEAN HEART JOURNAL,4.0377741,2.7080503,4.8675346,2.9444389,1.9459101,4.3174882,2.5649493,0,0,0,0,women first and last,women first and last
0,,8,2021,0,8,EUROPEAN HEART JOURNAL,.69314718,1.6094379,0,0,0,0,0,0,0,0,0,,
0,0,8,2021,0,10,EUROPEAN HEART JOURNAL,4.1979537,2.3978953,4.7957907,3.0910425,1.6094379,4.0604429,2.7725887,.69314718,0,.69314718,0,men first and last,men first and last
0,1,8,2021,0,16,EUROPEAN HEART JOURNAL,3.1654751,2.3025851,2.7725887,1.3862944,0,2.3978953,1.0986123,1.0986123,0,0,0,mixed gender team,mixed gender team
0,1,8,2021,0,7,CIRCULATION,6.2417173,1.6094379,4.1431346,2.3025851,.69314718,3.871201,1.3862944,4.3944492,0,0,2.0794415,mixed gender team,mixed gender team
1,0,8,2021,0,11,CIRCULATION RESEARCH,3.0007198,1.6094379,3.2958369,1.9459101,.69314718,2.7080503,1.0986123,.69314718,0,0,0,mixed gender team,mixed gender team
0,0,8,2021,0,7,EUROPEAN HEART JOURNAL,3.957952,1.9459101,4.9972124,3.3672957,2.0794415,3.7376697,2.3978953,0,0,0,0,men first and last,men first and last
1,0,8,2021,0,6,EUROPEAN HEART JOURNAL,3.3516569,1.3862944,3.3672957,1.7917595,.69314718,2.9444389,1.0986123,1.0986123,0,0,0,mixed gender team,mixed gender team
0,0,8,2021,0,8,EUROPEAN HEART JOURNAL,2.5610957,2.3025851,2.9957323,1.3862944,0,2.7080503,1.0986123,0,0,0,0,men first and last,men first and last
0,0,8,2021,0,29,EUROPEAN HEART JOURNAL,5.0385747,2.7080503,5.655992,3.4339871,2.3025851,5.1298985,3.4011974,1.0986123,0,0,0,men first and last,men first and last
0,0,8,2021,0,26,EUROPEAN HEART JOURNAL,3.9796817,1.7917595,4.2484951,2.7725887,1.0986123,3.5263605,2.5649493,1.0986123,0,0,0,men first and last,men first and last
0,1,8,2021,0,12,EUROPEAN HEART JOURNAL,3.4934726,2.3978953,4.1108737,2.0794415,.69314718,3.8286414,1.9459101,0,0,0,0,mixed gender team,mixed gender team
0,1,8,2021,0,5,EUROPEAN HEART JOURNAL,1.3217559,2.0794415,1.9459101,.69314718,.69314718,1.3862944,.69314718,0,0,0,0,mixed gender team,mixed gender team
0,1,7,2021,0,14,EUROPEAN HEART JOURNAL,1.7137979,2.3025851,2.1972246,.69314718,0,1.3862944,1.3862944,0,0,0,0,mixed gender team,mixed gender team
0,0,7,2021,0,23,EUROPEAN HEART JOURNAL,3.3123662,3.2188759,3.8286414,1.7917595,0,3.2958369,2.6390574,0,0,0,0,men first and last,men first and last
0,0,8,2021,0,11,CIRCULATION,2.1747518,1.9459101,2.9444389,1.3862944,.69314718,2.0794415,1.0986123,0,0,0,0,men first and last,men first and last
0,0,11,2021,0,11,JAMA Cardiology,4.285378,2.3025851,4.2484951,2.8903718,1.0986123,3.4657359,1.7917595,1.3862944,0,0,1.0986123,men first and last,men first and last
0,1,11,2021,0,15,JAMA Cardiology,5.8627214,2.3025851,6.4068799,3.583519,.69314718,6.2480431,3.6635616,2.1972246,0,0,.69314718,mixed gender team,mixed gender team
0,1,11,2021,0,7,JAMA Cardiology,3.2484345,1.0986123,1.3862944,0,.69314718,.69314718,.69314718,1.3862944,0,0,0,mixed gender team,mixed gender team
1,1,11,2021,0,27,JAMA Cardiology,4.703476,1.9459101,3.8066626,1.7917595,1.3862944,2.9444389,1.9459101,2.7080503,0,0,.69314718,women first and last,women first and last
,,8,2021,0,22,EUROPEAN HEART JOURNAL,2.2460148,1.6094379,2.8332133,1.6094379,.69314718,2.3025851,1.0986123,0,0,0,0,,
,1,7,2021,0,25,EUROPEAN HEART JOURNAL,2.3075726,1.3862944,2.8903718,.69314718,0,2.8332133,0,0,0,0,0,,
0,,8,2021,0,40,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.5336866,2.5649493,3.8918202,1.9459101,1.0986123,3.5553482,1.6094379,.69314718,0,0,0,,
0,0,8,2021,0,10,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.2561717,1.6094379,2.0794415,.69314718,0,1.9459101,0,1.0986123,0,0,.69314718,men first and last,men first and last
0,,8,2021,0,25,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.3534067,2.4849067,3.6888795,1.6094379,0,3.0445225,2.4849067,.69314718,0,0,0,,
0,0,8,2021,0,40,EUROPEAN HEART JOURNAL,3.6068556,3.2188759,4.3694477,2.3978953,1.3862944,3.7841897,2.3025851,0,0,0,0,men first and last,men first and last
0,,8,2021,0,7,CIRCULATION RESEARCH,2.5336969,2.3025851,3.0910425,2.1972246,.69314718,2.1972246,0,0,0,0,0,,
0,0,8,2021,0,8,EUROPEAN HEART JOURNAL,3.7513847,2.5649493,4.0943446,2.4849067,1.3862944,3.3322046,2.1972246,.69314718,0,0,.69314718,men first and last,men first and last
0,0,8,2021,0,7,CIRCULATION RESEARCH,3.2638493,1.6094379,3.1780539,1.9459101,1.0986123,1.9459101,1.6094379,1.0986123,0,0,0,men first and last,men first and last
0,0,8,2021,0,19,CIRCULATION,3.382694,1.9459101,3.1780539,1.7917595,1.3862944,2.4849067,1.3862944,1.3862944,0,0,0,men first and last,men first and last
0,1,12,2021,1,11,JAMA Cardiology,8.1286945,3.9512436,8.7966413,4.5747108,3.5263605,8.5709238,4.8520303,3.9318256,0,0,2.1972246,mixed gender team,mixed gender team
,,8,2021,0,12,EUROPEAN HEART JOURNAL,6.7371569,2.5649493,6.3801227,3.9318256,1.6094379,6.0822191,4.0430512,4.2046928,0,0,1.3862944,,
1,0,8,2021,0,9,CIRCULATION,2.6672282,1.7917595,3.3322046,1.3862944,1.3862944,2.4849067,1.9459101,0,0,0,0,mixed gender team,mixed gender team
1,0,8,2021,0,23,CIRCULATION,4.3040652,1.6094379,4.9272537,2.5649493,2.1972246,4.2484951,3.0910425,.69314718,0,0,0,mixed gender team,mixed gender team
0,0,11,2021,0,14,JAMA Cardiology,4.9746628,2.3025851,4.3040652,2.5649493,1.0986123,3.4965076,1.9459101,3.1780539,0,0,0,men first and last,men first and last
1,0,11,2021,0,20,JAMA Cardiology,3.8617818,1.6094379,4.2626801,2.6390574,1.3862944,3.4965076,2.4849067,1.0986123,0,0,0,mixed gender team,mixed gender team
0,0,8,2021,0,24,CIRCULATION,3.6901286,1.3862944,4.1588831,2.1972246,1.0986123,3.5263605,1.7917595,.69314718,0,0,0,men first and last,men first and last
1,0,8,2021,0,19,CIRCULATION RESEARCH,3.1463051,2.3025851,3.7612002,3.0910425,1.0986123,2.4849067,0,0,0,0,0,mixed gender team,mixed gender team
,0,8,2021,0,11,CIRCULATION RESEARCH,2.9444389,2.1972246,1.6094379,1.0986123,.69314718,0,0,1.0986123,0,0,0,,
0,0,8,2021,0,39,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.5263605,2.1972246,4.0253515,1.7917595,.69314718,3.5553482,2.7080503,0,0,0,0,men first and last,men first and last
0,0,8,2021,0,7,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.1736178,1.7917595,3.4339871,1.6094379,1.0986123,2.9444389,1.6094379,2.0794415,0,0,0,men first and last,men first and last
0,0,8,2021,0,10,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.0244584,2.5649493,4.6443911,2.9957323,0,3.7376697,2.0794415,1.3862944,0,0,0,men first and last,men first and last
0,0,8,2021,0,16,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,1.2527629,1.3862944,1.9459101,1.0986123,0,1.6094379,0,0,0,0,0,men first and last,men first and last
0,0,8,2021,0,19,EUROPEAN HEART JOURNAL,4.4248466,2.1972246,1.3862944,.69314718,0,1.0986123,0,2.3978953,0,0,0,men first and last,men first and last
0,0,8,2021,0,33,EUROPEAN HEART JOURNAL,2.587764,2.3978953,3.2958369,1.6094379,.69314718,2.7725887,1.3862944,0,0,0,0,men first and last,men first and last
0,1,8,2021,0,11,EUROPEAN HEART JOURNAL,3.1717842,1.6094379,3.713572,2.1972246,0,3.1780539,1.6094379,0,0,0,0,mixed gender team,mixed gender team
0,1,8,2021,0,20,EUROPEAN HEART JOURNAL,4.3579903,3.0910425,4.9272537,2.8903718,1.3862944,4.4543471,2.8332133,.69314718,0,0,0,mixed gender team,mixed gender team
,,8,2021,0,5,EUROPEAN HEART JOURNAL,3.521939,2.3978953,4.2341065,2.0794415,1.0986123,3.8286414,2.3978953,0,0,0,0,,
,,8,2021,0,7,CIRCULATION RESEARCH,1.6094379,1.6094379,2.3978953,1.0986123,.69314718,1.9459101,0,0,0,0,0,,
1,1,8,2021,0,20,CIRCULATION RESEARCH,4.2952423,1.0986123,2.0794415,0,.69314718,1.7917595,.69314718,2.3025851,0,0,.69314718,women first and last,women first and last
0,,8,2021,0,23,EUROPEAN HEART JOURNAL,4.0509152,2.1972246,4.6443911,2.4849067,1.6094379,4.1108737,2.5649493,1.0986123,0,0,0,,
0,1,8,2021,0,13,CIRCULATION RESEARCH,3.2865345,1.3862944,3.8286414,2.5649493,1.0986123,3.1354942,1.7917595,0,0,0,0,mixed gender team,mixed gender team
1,0,8,2021,1,21,EUROPEAN HEART JOURNAL,3.5604777,2.8903718,3.2958369,2.0794415,.69314718,2.4849067,1.0986123,1.0986123,0,0,.69314718,mixed gender team,mixed gender team
0,0,11,2021,0,39,JAMA Cardiology,4.8148637,3.1780539,5.2417469,3.5263605,1.7917595,4.6151204,3.1780539,1.6094379,0,0,1.0986123,men first and last,men first and last
0,1,11,2021,0,11,JAMA Cardiology,0,2.1972246,0,0,0,0,0,0,0,0,0,mixed gender team,mixed gender team
0,0,8,2021,0,13,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.5282893,2.0794415,4.2341065,2.1972246,1.0986123,3.6109178,2.6390574,2.1972246,0,0,0,men first and last,men first and last
0,0,8,2021,0,16,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.0887671,2.3025851,2.0794415,1.3862944,0,1.0986123,.69314718,1.0986123,0,0,0,men first and last,men first and last
0,0,8,2021,0,4,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,2.0412204,1.3862944,2.5649493,1.0986123,.69314718,2.0794415,.69314718,0,0,0,0,men first and last,men first and last
,1,8,2021,0,25,CIRCULATION RESEARCH,0,1.0986123,0,0,0,0,0,0,0,0,0,,
0,0,8,2021,0,27,CIRCULATION,4.7899885,2.8903718,5.4595857,3.2580965,2.4849067,4.7184987,2.9957323,1.3862944,0,0,0,men first and last,men first and last
0,0,8,2021,0,12,EUROPEAN HEART JOURNAL,3.9569964,1.9459101,4.3694477,2.3025851,1.0986123,3.6635616,2.7080503,1.0986123,0,0,0,men first and last,men first and last
0,0,8,2021,0,13,EUROPEAN HEART JOURNAL,2.9311938,1.9459101,3.4965076,2.1972246,0,2.9957323,1.7917595,0,0,0,0,men first and last,men first and last
,0,8,2021,0,19,EUROPEAN HEART JOURNAL,5.6618485,3.4011974,6.2186003,4.0073333,2.7725887,5.6835799,4.0775375,1.7917595,0,0,.69314718,,
1,0,8,2021,0,30,EUROPEAN HEART JOURNAL,3.7424202,1.9459101,4.4067192,2.5649493,1.0986123,4.0073333,2.1972246,0,0,0,0,mixed gender team,mixed gender team
0,,8,2021,0,9,CIRCULATION RESEARCH,3.9740584,2.1972246,2.6390574,1.0986123,.69314718,2.3025851,0,2.3025851,0,0,0,,
0,0,8,2021,0,23,CIRCULATION RESEARCH,2.8243506,1.9459101,2.8332133,1.3862944,.69314718,1.9459101,1.0986123,.69314718,0,0,0,men first and last,men first and last
0,1,8,2021,0,20,EUROPEAN HEART JOURNAL,3.2790298,1.9459101,3.713572,1.6094379,1.0986123,3.2958369,1.7917595,.69314718,0,0,0,mixed gender team,mixed gender team
1,0,11,2021,0,15,JAMA Cardiology,4.3060899,2.1972246,4.6151204,2.7725887,1.9459101,3.9120231,2.8903718,1.0986123,0,0,.69314718,mixed gender team,mixed gender team
,0,12,2021,0,13,JAMA Cardiology,3.0726933,1.0986123,1.3862944,0,.69314718,1.0986123,0,1.0986123,0,.69314718,0,,
0,1,8,2021,0,10,EUROPEAN HEART JOURNAL,5.6174254,2.1972246,6.0614572,3.3322046,2.0794415,5.7557421,3.6635616,1.0986123,0,0,.69314718,mixed gender team,mixed gender team
0,0,8,2021,0,17,CIRCULATION,2.6497147,1.7917595,3.4657359,1.3862944,1.6094379,2.8903718,1.3862944,0,0,0,0,men first and last,men first and last
0,0,8,2021,0,32,CIRCULATION RESEARCH,1.8000582,1.3862944,2.0794415,0,1.0986123,1.6094379,.69314718,0,0,0,0,men first and last,men first and last
0,0,8,2021,0,14,EUROPEAN HEART JOURNAL,6.506032,1.7917595,4.8362818,3.2188759,1.9459101,4.4067192,2.3978953,4.4773369,0,0,1.9459101,men first and last,men first and last
1,,8,2021,0,12,CIRCULATION,6.2746224,1.9459101,5.1532917,2.7080503,1.0986123,4.8520303,2.9444389,4.1108737,0,0,1.7917595,,
,0,8,2021,0,17,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,3.3758795,1.9459101,2.1972246,.69314718,0,0,1.9459101,1.3862944,0,0,0,,
1,,8,2021,0,5,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.4496851,1.3862944,4.919981,3.1354942,1.6094379,4.4426513,3.0445225,0,0,0,0,,
0,0,8,2021,0,12,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.525044,2.4849067,2.8903718,0,0,2.5649493,1.7917595,2.4849067,0,0,1.0986123,men first and last,men first and last
0,1,8,2021,0,10,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,4.5981455,2.3025851,5.0106354,3.4339871,1.9459101,4.2046928,2.6390574,1.3862944,0,0,0,mixed gender team,mixed gender team
0,0,8,2021,0,15,EUROPEAN HEART JOURNAL,5.4356852,3.4657359,5.9584246,3.7612002,2.3025851,5.31812,4.0775375,1.9459101,0,0,0,men first and last,men first and last
